age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,OperatingSystems,Browser,Region,TrafficType,Weekend
35,admin.,single,secondary,no,694,yes,no,cellular,13,jul,25,9,3,2,7,2,TRUE
43,blue-collar,married,secondary,no,-437,yes,no,cellular,5,may,256,2,3,2,7,2,TRUE
40,blue-collar,single,tertiary,no,5166,yes,no,cellular,6,jun,148,1,2,2,3,20,FALSE
55,blue-collar,married,tertiary,no,5533,yes,no,cellular,7,may,398,1,3,2,6,19,FALSE
41,blue-collar,married,secondary,no,43,no,no,unknown,11,nov,469,1,6,5,3,1,FALSE
36,admin.,single,tertiary,no,730,no,no,telephone,18,may,122,4,2,6,7,10,FALSE
84,blue-collar,married,secondary,yes,676,yes,no,unknown,5,may,155,2,2,2,7,13,TRUE
23,blue-collar,married,secondary,no,-278,yes,no,cellular,27,may,760,1,2,2,3,3,FALSE
46,blue-collar,married,primary,no,537,yes,yes,telephone,7,aug,214,2,3,2,1,1,FALSE
33,blue-collar,married,tertiary,no,426,no,no,cellular,11,jan,392,2,1,2,7,2,FALSE
54,blue-collar,single,secondary,no,502,no,yes,cellular,17,oct,300,8,3,1,2,4,FALSE
19,blue-collar,married,secondary,no,4730,no,yes,unknown,13,aug,299,1,2,2,2,4,FALSE
28,admin.,single,unknown,no,600,no,no,unknown,7,jan,56,1,3,2,3,2,FALSE
81,housemaid,single,unknown,no,293,yes,yes,unknown,29,aug,170,3,3,2,3,2,FALSE
55,technician,divorced,secondary,no,2127,yes,no,cellular,8,aug,595,2,2,2,1,2,TRUE
67,unknown,married,secondary,yes,-326,yes,no,cellular,29,may,62,7,1,1,4,3,FALSE
62,retired,single,tertiary,no,1,yes,no,cellular,14,nov,4,2,3,2,1,6,TRUE
31,retired,married,secondary,no,316,no,no,cellular,13,may,89,2,3,2,1,2,FALSE
42,management,married,tertiary,no,306,yes,no,cellular,31,apr,158,1,2,2,3,3,FALSE
19,retired,married,unknown,no,5092,yes,yes,unknown,21,may,63,1,2,8,1,2,FALSE
30,technician,married,secondary,no,282,yes,no,cellular,14,jul,60,1,3,2,1,1,TRUE
26,admin.,married,secondary,no,-1206,yes,no,cellular,29,aug,261,1,2,1,9,13,FALSE
56,self-employed,married,primary,no,-172,yes,no,unknown,19,may,114,1,1,2,1,13,FALSE
19,admin.,married,secondary,no,3375,yes,no,unknown,7,may,146,3,2,4,1,8,FALSE
27,technician,married,secondary,no,0,yes,no,unknown,25,may,103,1,3,2,1,2,FALSE
24,technician,single,unknown,no,3124,yes,no,unknown,8,may,108,1,2,2,1,1,FALSE
39,self-employed,divorced,tertiary,no,1615,no,no,cellular,21,nov,199,2,2,1,7,14,FALSE
72,technician,married,secondary,no,6532,no,no,cellular,9,jun,130,2,1,2,3,2,FALSE
26,admin.,married,secondary,no,1177,no,no,cellular,4,nov,332,3,2,2,3,1,FALSE
50,management,single,secondary,no,12129,yes,yes,cellular,10,may,198,1,2,2,4,2,FALSE
84,admin.,married,secondary,no,3953,yes,no,cellular,11,may,213,2,2,2,1,1,FALSE
55,student,married,primary,no,42,yes,no,unknown,13,aug,361,4,1,10,4,2,FALSE
82,blue-collar,single,secondary,no,4,yes,no,cellular,28,nov,237,3,3,2,6,13,FALSE
19,self-employed,married,unknown,no,2712,yes,no,cellular,8,mar,118,6,2,2,3,3,FALSE
82,self-employed,married,tertiary,no,-281,yes,no,unknown,11,may,388,1,3,2,1,2,FALSE
56,services,married,tertiary,no,494,no,no,cellular,12,apr,212,2,2,2,1,4,FALSE
47,blue-collar,married,secondary,no,282,yes,no,cellular,16,jan,223,1,2,2,4,1,FALSE
50,technician,married,secondary,no,357,no,no,cellular,10,jul,120,1,2,1,8,2,FALSE
64,management,married,secondary,no,211,yes,no,cellular,16,may,86,4,1,1,3,3,TRUE
80,retired,married,primary,no,2947,no,no,unknown,26,apr,890,1,1,2,4,2,FALSE
84,blue-collar,married,tertiary,no,1771,yes,yes,unknown,19,aug,534,1,1,2,1,2,FALSE
84,services,married,tertiary,no,163,no,yes,cellular,19,nov,118,3,4,2,1,1,FALSE
21,retired,married,secondary,no,7140,yes,no,cellular,7,jun,165,2,2,2,6,11,FALSE
43,management,single,secondary,no,8788,no,no,cellular,14,jul,188,2,2,2,6,2,FALSE
19,housemaid,married,secondary,no,4487,yes,no,cellular,8,nov,467,2,2,2,4,1,FALSE
76,blue-collar,married,tertiary,no,576,yes,no,cellular,20,jul,112,4,2,4,2,3,FALSE
35,self-employed,single,tertiary,no,8684,yes,no,cellular,29,jul,400,3,2,2,1,1,FALSE
19,admin.,married,secondary,no,552,yes,no,cellular,21,jun,546,1,2,13,3,2,FALSE
58,technician,single,primary,no,1819,yes,no,cellular,12,jul,286,1,2,1,1,4,TRUE
48,services,married,secondary,no,-1,no,no,unknown,5,apr,195,3,3,2,3,6,TRUE
51,services,married,unknown,no,2878,yes,no,cellular,11,feb,84,6,2,2,1,4,FALSE
19,management,married,primary,no,0,no,no,cellular,20,may,229,4,1,10,1,4,TRUE
64,management,married,primary,no,-388,yes,yes,unknown,5,may,183,2,3,2,1,3,TRUE
84,admin.,married,secondary,no,1847,yes,no,cellular,14,nov,288,4,4,2,7,2,TRUE
19,retired,divorced,secondary,no,725,yes,no,cellular,22,apr,320,3,2,1,1,1,FALSE
31,admin.,married,secondary,no,1579,no,no,cellular,18,nov,119,1,3,2,1,4,TRUE
30,admin.,married,secondary,no,-228,no,no,cellular,21,nov,530,2,1,2,3,4,FALSE
69,management,married,secondary,no,1214,no,no,unknown,12,feb,172,8,1,2,3,3,FALSE
43,services,divorced,primary,no,4070,yes,no,cellular,7,may,88,2,4,2,3,4,FALSE
19,technician,single,tertiary,no,125,yes,no,cellular,20,jul,129,6,3,6,7,3,FALSE
65,admin.,divorced,secondary,no,297,yes,no,cellular,26,jun,136,1,2,5,1,2,TRUE
52,blue-collar,married,tertiary,no,764,no,no,cellular,6,jun,215,2,2,2,3,2,FALSE
23,services,single,tertiary,no,774,yes,no,cellular,3,apr,482,1,2,2,2,2,FALSE
24,technician,married,tertiary,no,1644,yes,no,unknown,3,jun,301,1,1,1,8,18,TRUE
53,technician,married,tertiary,no,567,yes,no,cellular,29,aug,149,1,2,2,1,2,FALSE
84,self-employed,married,secondary,no,125,yes,yes,cellular,8,aug,174,2,4,2,1,2,FALSE
49,technician,married,tertiary,no,259,yes,no,cellular,30,jul,103,3,3,1,1,1,TRUE
31,unknown,single,secondary,no,3709,no,yes,telephone,13,aug,125,29,3,2,4,4,FALSE
37,unknown,divorced,tertiary,no,21,yes,no,cellular,3,jun,176,2,2,10,3,2,TRUE
64,admin.,single,tertiary,no,2419,no,no,cellular,9,jun,146,1,2,1,1,4,FALSE
45,blue-collar,married,secondary,no,0,no,no,cellular,26,may,192,3,3,2,7,4,FALSE
68,unknown,married,tertiary,no,5416,yes,yes,cellular,19,nov,34,21,1,2,2,1,TRUE
51,entrepreneur,married,tertiary,no,395,yes,no,unknown,10,may,544,2,1,1,1,8,TRUE
76,retired,single,tertiary,no,241,no,no,unknown,18,jul,201,1,2,2,1,1,FALSE
81,unknown,divorced,primary,no,460,yes,no,cellular,16,feb,154,2,3,2,4,1,FALSE
19,unknown,single,secondary,no,4728,yes,no,cellular,31,may,79,9,2,2,1,3,FALSE
47,services,single,secondary,no,194,yes,no,cellular,28,jul,3,2,3,1,3,13,TRUE
84,admin.,married,primary,no,3084,yes,no,unknown,5,jan,210,2,2,2,7,2,TRUE
49,management,married,secondary,no,696,yes,no,cellular,11,apr,135,6,2,2,4,11,TRUE
46,admin.,single,secondary,no,101,yes,no,cellular,9,may,268,1,2,8,2,3,FALSE
39,technician,married,secondary,no,1206,no,yes,cellular,21,feb,80,4,1,1,6,3,TRUE
46,services,married,secondary,no,-402,yes,no,telephone,12,may,370,2,3,12,9,1,FALSE
71,management,single,primary,no,718,no,no,cellular,19,aug,1689,2,2,2,3,3,TRUE
84,management,married,tertiary,no,0,yes,no,cellular,22,aug,189,6,2,2,1,2,TRUE
72,management,single,secondary,no,-154,no,no,telephone,15,aug,138,2,1,2,1,2,FALSE
84,housemaid,married,tertiary,no,455,yes,no,cellular,10,jun,255,2,3,1,1,2,FALSE
84,admin.,single,secondary,no,1267,yes,no,unknown,12,may,138,3,3,2,1,8,FALSE
76,technician,married,secondary,no,616,yes,no,cellular,27,aug,1137,32,1,6,9,3,FALSE
42,management,married,secondary,no,1097,no,no,unknown,13,feb,296,12,3,2,1,9,FALSE
70,student,divorced,secondary,no,2129,no,no,cellular,16,may,122,7,2,2,3,3,TRUE
57,technician,single,tertiary,no,2370,no,no,cellular,12,nov,213,2,2,3,1,3,FALSE
36,retired,married,tertiary,no,189,no,no,cellular,8,jul,31,4,2,2,1,10,FALSE
84,services,married,secondary,no,1656,no,no,cellular,17,jun,383,3,2,1,3,1,FALSE
26,management,married,primary,no,2705,yes,no,cellular,27,aug,182,2,1,1,7,1,FALSE
19,blue-collar,single,tertiary,no,-268,yes,no,unknown,19,may,203,1,2,2,3,2,TRUE
43,blue-collar,married,secondary,no,-790,no,yes,unknown,14,feb,107,2,2,1,1,2,TRUE
84,blue-collar,married,tertiary,no,7018,no,yes,cellular,2,jan,177,8,3,2,3,2,FALSE
53,technician,single,secondary,no,14,yes,no,cellular,4,apr,684,1,1,2,1,2,FALSE
75,admin.,married,secondary,no,666,no,no,cellular,17,nov,249,1,3,2,1,2,FALSE
82,retired,single,secondary,no,202,no,no,unknown,2,jul,225,32,3,2,9,2,FALSE
49,services,single,tertiary,no,318,no,no,unknown,18,jun,71,4,3,2,3,2,FALSE
64,technician,divorced,secondary,no,483,yes,no,cellular,19,may,284,2,1,2,1,2,FALSE
39,technician,married,secondary,no,10764,yes,no,cellular,5,feb,372,5,1,10,2,11,FALSE
74,technician,single,secondary,no,0,yes,yes,cellular,30,may,178,9,2,2,9,3,FALSE
72,blue-collar,married,tertiary,no,178,yes,no,cellular,14,feb,99,2,1,1,3,4,FALSE
70,blue-collar,married,tertiary,no,74,yes,no,unknown,30,jun,40,6,3,3,1,1,FALSE
41,management,married,secondary,no,50,yes,no,unknown,18,aug,158,3,3,2,3,2,TRUE
65,management,single,unknown,no,286,no,no,cellular,17,jun,802,1,2,2,8,2,FALSE
63,management,single,secondary,no,1278,no,no,cellular,21,may,138,3,2,2,1,13,TRUE
83,services,married,tertiary,no,45,no,no,cellular,18,jun,214,2,1,5,1,13,FALSE
33,management,single,secondary,no,552,no,no,unknown,13,jul,266,3,3,2,6,1,FALSE
76,blue-collar,married,secondary,no,1934,yes,no,unknown,30,apr,607,1,2,2,4,1,FALSE
65,services,married,tertiary,no,596,no,yes,cellular,16,apr,161,2,3,1,8,4,TRUE
78,blue-collar,married,secondary,no,744,yes,no,unknown,5,jul,190,1,2,1,4,3,FALSE
62,management,single,secondary,no,1109,no,no,unknown,12,jul,93,1,2,2,9,1,FALSE
84,blue-collar,married,tertiary,no,1454,yes,no,cellular,23,jun,379,2,2,2,3,3,FALSE
73,student,married,secondary,no,1287,yes,no,cellular,23,may,188,1,3,2,1,1,FALSE
84,admin.,single,tertiary,no,217,yes,no,cellular,2,may,500,7,2,2,1,11,FALSE
33,technician,single,secondary,no,141,yes,no,cellular,25,jun,238,9,5,2,7,3,FALSE
30,services,single,secondary,no,3791,no,no,cellular,13,aug,861,1,3,2,4,3,FALSE
84,self-employed,married,unknown,no,-55,yes,yes,unknown,20,may,183,1,1,4,4,1,FALSE
53,blue-collar,married,secondary,no,1496,yes,no,unknown,20,may,89,2,1,4,1,1,TRUE
58,management,married,primary,no,59,yes,no,unknown,13,may,156,2,3,2,3,13,FALSE
51,management,married,secondary,no,2674,yes,no,cellular,13,oct,163,2,1,5,1,20,TRUE
74,blue-collar,married,tertiary,no,6057,no,yes,cellular,5,aug,1246,2,4,2,7,2,FALSE
32,blue-collar,married,tertiary,no,639,no,no,cellular,11,may,340,3,4,4,6,3,TRUE
45,admin.,married,secondary,yes,1264,yes,no,unknown,19,may,78,3,2,2,3,3,FALSE
73,services,married,primary,no,180,no,no,cellular,15,may,209,1,1,2,1,3,FALSE
19,technician,single,unknown,no,4147,no,yes,cellular,18,may,111,1,3,2,8,3,TRUE
64,self-employed,married,secondary,no,819,no,no,cellular,10,may,235,1,1,2,4,1,FALSE
80,retired,married,secondary,no,2854,no,no,cellular,11,jun,56,2,1,7,3,3,TRUE
84,admin.,single,secondary,no,-30,no,yes,cellular,21,may,138,1,2,2,1,1,FALSE
54,management,single,secondary,no,917,no,no,cellular,7,jun,244,22,3,1,2,8,TRUE
58,admin.,divorced,secondary,no,566,yes,no,cellular,29,jun,285,1,1,1,3,19,TRUE
20,unknown,married,primary,no,511,yes,no,cellular,20,oct,508,3,2,8,2,3,FALSE
61,entrepreneur,married,tertiary,no,-214,no,no,unknown,30,may,68,1,2,1,1,2,FALSE
84,entrepreneur,single,primary,no,3752,yes,no,cellular,20,apr,150,2,2,8,7,2,FALSE
42,blue-collar,married,tertiary,no,377,no,no,cellular,5,may,96,3,2,2,7,14,FALSE
84,services,married,unknown,no,694,no,no,cellular,28,may,491,2,3,2,3,13,FALSE
55,services,divorced,secondary,no,1086,yes,yes,cellular,6,may,131,4,8,1,1,3,FALSE
84,housemaid,single,secondary,yes,145,yes,no,cellular,27,may,6,6,1,2,1,1,FALSE
45,technician,married,tertiary,no,-2,no,no,cellular,25,jun,346,2,2,2,1,3,FALSE
56,technician,married,primary,no,-118,no,no,unknown,26,jul,109,1,2,2,1,2,FALSE
55,technician,married,primary,no,237,no,no,unknown,17,may,581,1,2,2,2,1,FALSE
60,blue-collar,single,secondary,no,762,yes,no,cellular,26,may,117,8,2,1,3,6,FALSE
20,services,married,primary,no,2152,no,yes,cellular,4,aug,362,7,3,2,1,1,FALSE
65,blue-collar,single,primary,no,13444,yes,no,cellular,23,may,188,22,3,2,1,3,TRUE
19,services,single,tertiary,no,153,no,no,telephone,13,oct,156,1,2,2,1,2,FALSE
48,admin.,married,secondary,no,9972,no,no,cellular,26,jun,205,2,2,2,1,10,FALSE
49,blue-collar,single,secondary,no,695,no,no,unknown,8,aug,100,2,2,1,3,3,FALSE
26,blue-collar,single,tertiary,no,236,yes,no,cellular,23,apr,244,3,2,2,1,4,TRUE
67,student,married,secondary,no,38,yes,no,cellular,5,nov,1146,2,2,8,2,3,FALSE
19,housemaid,single,tertiary,no,105,no,yes,cellular,6,aug,411,2,2,2,2,2,FALSE
21,unemployed,married,secondary,no,392,yes,no,cellular,16,may,267,4,2,1,7,4,FALSE
21,blue-collar,married,secondary,no,89,yes,no,telephone,29,may,121,4,3,2,4,2,TRUE
34,management,married,tertiary,no,407,yes,no,cellular,6,may,245,4,3,2,4,2,FALSE
20,management,single,secondary,no,125,no,no,cellular,8,aug,70,2,3,2,2,1,FALSE
74,self-employed,divorced,tertiary,no,1276,no,no,unknown,2,jun,553,2,2,2,1,19,TRUE
84,management,married,tertiary,no,1850,yes,no,cellular,12,may,205,1,2,4,1,4,TRUE
51,technician,single,secondary,no,19,no,no,cellular,12,may,110,1,4,10,3,3,TRUE
19,admin.,married,secondary,no,1110,yes,no,cellular,23,may,516,2,2,2,1,13,FALSE
84,entrepreneur,single,secondary,no,17,yes,no,cellular,10,aug,80,2,2,1,1,2,FALSE
84,services,single,secondary,no,590,yes,yes,cellular,29,apr,97,1,1,1,5,2,TRUE
53,blue-collar,married,secondary,no,1962,yes,no,telephone,20,jul,78,1,1,2,1,5,FALSE
43,unemployed,married,unknown,no,931,yes,no,cellular,30,jul,123,1,7,2,1,4,TRUE
33,blue-collar,divorced,unknown,no,180,yes,no,cellular,17,aug,568,8,1,7,7,1,FALSE
84,blue-collar,divorced,tertiary,no,844,yes,no,cellular,15,aug,569,2,2,2,3,1,FALSE
27,services,divorced,secondary,no,-300,yes,no,telephone,28,aug,211,1,2,2,1,2,FALSE
41,blue-collar,single,secondary,no,1280,no,no,cellular,29,apr,398,2,2,2,3,2,TRUE
32,management,married,secondary,no,4293,yes,no,cellular,14,may,630,1,2,5,4,2,FALSE
31,management,married,secondary,no,1332,no,no,cellular,7,aug,62,2,2,2,9,2,FALSE
62,technician,married,tertiary,no,2889,no,no,cellular,15,nov,861,1,1,1,7,2,FALSE
19,retired,divorced,secondary,no,-302,no,yes,cellular,20,jul,81,2,2,2,2,7,FALSE
80,blue-collar,single,tertiary,no,1615,no,yes,unknown,6,oct,302,2,3,1,1,2,TRUE
32,self-employed,married,secondary,no,7348,yes,no,unknown,14,jul,113,5,2,2,1,6,TRUE
84,student,married,primary,no,5485,no,no,cellular,21,may,140,2,2,2,2,4,FALSE
70,management,married,tertiary,no,371,yes,no,cellular,19,jan,110,2,3,2,9,3,FALSE
29,management,married,primary,no,2143,yes,no,unknown,11,nov,460,1,3,2,3,13,FALSE
42,admin.,married,tertiary,no,1,yes,no,cellular,21,jul,361,3,2,2,2,1,FALSE
58,blue-collar,married,secondary,no,162,yes,no,cellular,24,aug,813,1,2,4,1,1,FALSE
32,management,married,tertiary,no,-240,no,no,telephone,31,jun,198,5,2,2,6,3,FALSE
49,services,single,tertiary,no,387,yes,no,telephone,14,aug,119,7,3,2,1,1,TRUE
56,blue-collar,married,tertiary,no,169,no,no,cellular,18,nov,68,1,1,2,9,2,FALSE
83,services,married,secondary,no,505,yes,yes,unknown,18,jun,268,1,1,2,1,1,FALSE
38,retired,married,secondary,no,571,yes,no,cellular,14,may,203,1,3,2,1,2,FALSE
35,services,married,primary,no,5444,yes,no,cellular,16,apr,92,1,2,2,2,1,FALSE
74,management,single,tertiary,no,677,yes,no,cellular,2,nov,86,1,2,3,1,3,FALSE
82,technician,single,tertiary,no,-405,yes,no,unknown,4,jul,115,2,3,2,3,1,TRUE
76,self-employed,divorced,primary,no,188,no,yes,unknown,4,may,249,11,2,2,3,2,TRUE
20,unemployed,single,secondary,no,106,no,no,unknown,30,jun,149,1,3,2,7,13,TRUE
68,management,single,secondary,no,219,no,no,cellular,12,may,6,3,2,1,1,1,FALSE
71,technician,married,tertiary,no,117,yes,yes,unknown,20,may,95,2,2,13,2,20,FALSE
74,services,married,secondary,no,11856,no,no,unknown,21,apr,104,2,4,1,7,2,FALSE
68,technician,married,secondary,no,1660,yes,no,unknown,30,may,313,1,2,1,7,1,TRUE
36,student,married,unknown,no,744,yes,no,cellular,11,jun,373,4,1,6,3,1,FALSE
84,blue-collar,married,tertiary,no,43411,yes,no,unknown,11,jul,451,1,2,4,1,3,TRUE
30,management,married,secondary,no,527,no,no,cellular,12,may,96,4,1,1,1,13,FALSE
30,management,married,primary,no,712,yes,no,cellular,14,aug,321,2,3,2,9,1,FALSE
27,technician,married,secondary,no,356,no,no,cellular,6,jul,117,1,3,2,1,1,TRUE
35,management,single,tertiary,no,1369,no,no,cellular,19,oct,10,5,1,2,1,3,FALSE
49,admin.,married,secondary,no,4503,yes,no,unknown,16,jun,181,2,1,2,4,4,FALSE
85,blue-collar,married,unknown,no,9,yes,no,cellular,16,apr,803,2,1,2,2,2,FALSE
77,blue-collar,married,secondary,no,2465,yes,no,cellular,6,apr,114,1,1,2,3,3,TRUE
23,unknown,married,tertiary,no,1,yes,no,unknown,5,may,630,4,1,2,1,3,FALSE
84,admin.,divorced,secondary,no,0,yes,no,unknown,18,aug,247,1,1,1,1,13,FALSE
48,technician,single,primary,no,22,no,no,cellular,11,may,454,2,2,2,3,6,TRUE
68,blue-collar,married,tertiary,no,42,no,no,cellular,13,jun,14,1,4,1,4,2,TRUE
84,admin.,single,secondary,no,362,yes,no,unknown,22,jan,213,1,2,2,1,9,FALSE
19,technician,single,secondary,no,571,yes,no,cellular,28,may,210,15,2,2,4,13,FALSE
39,self-employed,married,secondary,no,10,no,no,cellular,5,feb,838,1,3,2,1,1,FALSE
43,blue-collar,single,secondary,no,0,yes,no,cellular,31,may,235,2,5,2,5,3,FALSE
52,management,married,primary,no,304,no,no,cellular,5,jul,106,1,2,1,1,1,FALSE
77,admin.,married,secondary,no,1662,yes,no,unknown,21,apr,188,2,1,2,3,2,FALSE
32,admin.,married,secondary,no,448,no,no,cellular,9,jun,677,1,2,2,1,6,FALSE
19,technician,single,tertiary,no,-179,yes,no,cellular,10,may,25,1,1,2,1,2,FALSE
53,technician,single,secondary,no,1,no,no,cellular,21,aug,260,2,2,2,1,6,FALSE
52,admin.,single,tertiary,no,1834,no,no,telephone,16,aug,392,1,2,2,6,13,FALSE
24,blue-collar,single,secondary,no,-1412,no,no,unknown,19,aug,240,1,5,1,1,10,FALSE
68,admin.,married,secondary,no,13,no,no,cellular,17,apr,326,2,2,1,3,6,TRUE
84,blue-collar,single,secondary,no,714,yes,no,cellular,19,jul,172,2,2,2,1,1,TRUE
58,blue-collar,single,tertiary,no,191,no,no,unknown,11,may,131,1,1,10,4,1,FALSE
47,management,married,secondary,no,737,yes,no,unknown,5,nov,325,1,2,4,2,3,FALSE
71,self-employed,married,secondary,no,18,no,no,unknown,28,nov,299,1,3,2,8,2,FALSE
34,blue-collar,single,secondary,no,5100,yes,no,cellular,5,jul,119,1,3,4,1,2,FALSE
68,management,single,secondary,no,106,yes,no,cellular,15,may,171,2,2,1,1,8,FALSE
44,admin.,married,secondary,no,3551,no,no,cellular,25,may,356,1,2,4,2,4,FALSE
19,retired,single,tertiary,no,8040,yes,no,cellular,16,may,65,1,3,1,2,3,FALSE
20,blue-collar,single,primary,no,68,yes,no,cellular,19,may,61,2,3,2,1,2,FALSE
19,technician,married,secondary,no,3,yes,yes,cellular,11,feb,196,2,2,2,3,2,FALSE
30,services,single,primary,yes,0,yes,no,unknown,21,may,71,2,2,2,9,2,FALSE
19,self-employed,married,tertiary,no,1,yes,no,cellular,27,jun,234,3,2,1,1,1,FALSE
48,admin.,married,secondary,no,340,yes,no,telephone,15,jan,196,2,2,2,4,4,TRUE
67,unemployed,married,unknown,no,153,yes,no,cellular,17,nov,270,6,2,2,1,2,FALSE
84,self-employed,single,tertiary,no,3628,no,no,cellular,21,jun,131,6,2,2,2,9,FALSE
40,management,single,primary,no,205,yes,no,cellular,20,jun,200,1,2,2,1,1,FALSE
53,technician,single,secondary,no,715,yes,no,cellular,28,jul,216,1,2,1,3,3,FALSE
37,blue-collar,single,tertiary,no,1302,no,no,cellular,7,jun,13,2,2,2,1,2,TRUE
19,admin.,married,primary,yes,879,yes,no,cellular,25,may,504,5,2,2,1,8,FALSE
41,blue-collar,married,tertiary,no,2,no,no,unknown,5,jun,308,1,1,2,2,2,FALSE
63,blue-collar,married,tertiary,no,1023,yes,no,unknown,5,feb,691,1,2,4,3,4,TRUE
84,blue-collar,married,secondary,no,1,no,no,unknown,19,jul,72,3,3,2,1,13,FALSE
46,technician,single,tertiary,no,444,yes,no,cellular,20,aug,371,1,2,2,2,3,TRUE
44,management,single,secondary,no,284,no,no,cellular,23,may,191,4,2,2,2,2,FALSE
62,management,single,secondary,no,-595,yes,no,cellular,29,may,169,1,2,4,1,10,TRUE
84,services,married,secondary,no,-222,no,no,cellular,9,sep,155,3,2,1,8,2,FALSE
79,technician,single,tertiary,no,2844,no,no,unknown,17,apr,270,1,3,2,3,13,FALSE
66,blue-collar,single,primary,no,1,yes,no,cellular,29,feb,310,2,2,4,4,1,FALSE
62,technician,married,tertiary,no,909,yes,yes,cellular,14,may,631,1,3,1,6,3,FALSE
22,management,single,secondary,no,480,yes,yes,telephone,14,oct,146,2,2,2,2,1,FALSE
19,admin.,married,primary,no,6234,no,no,unknown,15,jul,45,1,3,1,3,3,FALSE
32,self-employed,single,tertiary,no,161,no,no,cellular,4,nov,350,1,2,2,2,3,FALSE
82,retired,married,primary,no,225,yes,no,cellular,5,nov,57,7,2,1,7,3,FALSE
84,management,single,tertiary,no,1038,no,no,unknown,19,apr,179,1,1,2,3,2,FALSE
83,management,divorced,secondary,no,217,yes,yes,cellular,26,aug,242,30,2,2,4,3,FALSE
31,management,married,secondary,no,12762,yes,no,cellular,11,nov,101,1,2,1,5,1,FALSE
37,admin.,single,secondary,no,6182,yes,no,cellular,28,jun,21,1,4,6,5,2,FALSE
76,retired,single,tertiary,no,215,yes,no,cellular,15,apr,166,2,3,2,4,2,FALSE
26,blue-collar,married,tertiary,no,873,yes,yes,cellular,19,jun,71,1,5,4,1,2,FALSE
23,entrepreneur,married,tertiary,no,348,yes,no,cellular,7,apr,82,3,2,12,5,6,FALSE
19,admin.,single,primary,no,-56,yes,no,cellular,6,aug,23,7,2,2,1,2,FALSE
25,technician,married,secondary,no,908,yes,no,unknown,6,jun,1237,3,2,5,3,3,FALSE
19,services,single,primary,no,180,yes,no,unknown,27,may,573,2,1,2,1,13,FALSE
26,blue-collar,married,secondary,no,191,yes,no,cellular,17,jan,834,1,1,1,3,2,FALSE
84,blue-collar,married,tertiary,no,249,yes,no,cellular,27,jul,520,1,3,2,9,2,FALSE
84,blue-collar,divorced,tertiary,no,1692,yes,yes,cellular,16,feb,177,1,3,4,2,1,FALSE
32,retired,married,secondary,no,967,yes,no,telephone,2,may,484,1,2,2,1,13,FALSE
69,management,single,secondary,no,284,yes,no,cellular,30,jul,105,6,1,1,5,4,FALSE
30,technician,married,secondary,no,1326,no,no,unknown,21,jun,115,2,3,5,9,13,FALSE
30,services,single,secondary,no,-1118,yes,no,cellular,7,may,131,1,2,2,3,4,FALSE
